page_url,price,title,type,url
https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,865,郁金香舍错层四居，一层带院东边户全明格局！,郁金香舍 /4室2厅/146.2平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102334302.html
https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,670,上海沙龙 方正户型 南北向 双卫生间（带明窗哦）,上海沙龙 /3室2厅/122.01平米/南 北/简装/有电梯,https://bj.lianjia.com/ershoufang/101101677053.html
https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,789,郁金香舍  电梯三居室  满五年唯一  全明格局房主自荐,郁金香舍 /3室2厅/156.6平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101101660500.html
https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,880,星岛假日南北通透一层带花园三居房主自荐,星岛假日 /3室2厅/169.13平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101101618870.html
https://bj.lianjia.com/ershoufang/changping/,495,08年房，板楼三层，满五唯一税费少，毛坯可随意装修。,天通苑中苑 /3室1厅/124.54平米/南 北/毛坯/无电梯,https://bj.lianjia.com/ershoufang/101102512764.html
https://bj.lianjia.com/ershoufang/changping/,385,领秀慧谷 全南向两居 采光充足 随时看房 婚房装修,领秀慧谷B区 /2室1厅/80.94平米/南/精装,https://bj.lianjia.com/ershoufang/101102547049.html
https://bj.lianjia.com/ershoufang/changping/,407,回龙观 龙锦苑 2007年小区 南北两居室 诚心出售,龙锦苑东一区 /2室1厅/98.48平米/南 北/精装/无电梯,https://bj.lianjia.com/ershoufang/101102552698.html
https://bj.lianjia.com/ershoufang/changping/,710,南北通透复式 送60平米露台 看房有钥匙 可随时签约房主自荐,龙禧苑二区 /6室2厅/263.42平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101101623430.html
https://bj.lianjia.com/ershoufang/changping/,415,天通苑东一区南北通透大两居室，户型方正，采光充足,天通苑东一区 /2室1厅/103.52平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102507779.html
https://bj.lianjia.com/ershoufang/changping/,369,商品房满五年家庭唯一一套住房，随时签约房主自荐,龙兴园北区 /2室2厅/85.78平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102504617.html
https://bj.lianjia.com/ershoufang/changping/,400,旗胜家园 霍营地铁 南北向两居 中间位置 装修好房主自荐,旗胜家园 /2室1厅/88.76平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101102505179.html
https://bj.lianjia.com/ershoufang/shijingshan/,1080,远洋山水 3室2厅 1080万,远洋山水 /3室2厅/135.36平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101102540868.html
https://bj.lianjia.com/ershoufang/shijingshan/,338,地铁古城家园 西南向 带电梯 两居室 1999年建成钢混,地铁古城家园 /2室1厅/76.18平米/西南/简装/有电梯,https://bj.lianjia.com/ershoufang/101102515245.html
https://bj.lianjia.com/ershoufang/shijingshan/,320,八角南路 三居室 精装修 南北通透 诚心出售,八角南路 /3室1厅/63.92平米/南 北/精装/无电梯,https://bj.lianjia.com/ershoufang/101102551297.html
https://bj.lianjia.com/ershoufang/shijingshan/,440,正规南向两居室，小区环境优美，交通便捷，购物便利。,碣石坪 /2室1厅/88.5平米/南/简装/有电梯,https://bj.lianjia.com/ershoufang/101102288974.html
https://bj.lianjia.com/ershoufang/shijingshan/,690,沁山水  南北2居  满五年唯一  诚意出售~,远洋沁山水 /2室1厅/88.87平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101102477662.html
https://bj.lianjia.com/ershoufang/shijingshan/,795,2004年 南北通透 一梯两户 三室两厅两卫 经典格局,御景山 /3室2厅/147.41平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101102338970.html
https://bj.lianjia.com/ershoufang/shijingshan/,410,金顶阳光朝南向  低楼层两居室 适合带老人和小孩家庭房主自荐,金顶阳光 /2室1厅/89.5平米/南/简装/有电梯,https://bj.lianjia.com/ershoufang/101102360987.html
https://bj.lianjia.com/ershoufang/tongzhou/,440,果园 新华联家园 中间楼层 精装2居 房本满五年 有钥匙,新华联家园南区 /2室1厅/94.81平米/南 北/精装/无电梯,https://bj.lianjia.com/ershoufang/101102150961.html
https://bj.lianjia.com/ershoufang/tongzhou/,299,南北通透两居室，户型方正，满五唯一，采光好。,杨庄22号院 /2室1厅/62.3平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102481453.html
https://bj.lianjia.com/ershoufang/tongzhou/,700,南北通透，明厨明卫，房本满五年。,DBC加州小镇 /3室1厅/139平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101102481792.html
https://bj.lianjia.com/ershoufang/tongzhou/,632,梨园地铁  南北通透全明三居室  采光充足,新通国际花园 /3室1厅/117.59平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101102425760.html
https://bj.lianjia.com/ershoufang/tongzhou/,580,京贸国际公寓 3室1厅 580万,京贸国际公寓 /3室1厅/142.63平米/东南/简装/有电梯,https://bj.lianjia.com/ershoufang/101102387150.html
https://bj.lianjia.com/ershoufang/tongzhou/,620,满五唯一免个税东南向大三居  看房方便 近地铁,京贸国际公寓 /3室2厅/145.46平米/东南/精装/有电梯,https://bj.lianjia.com/ershoufang/101102439305.html
https://bj.lianjia.com/ershoufang/tongzhou/,300,精品小户型两居室，有电梯，落地窗，不临街,阳光好东东 /1室1厅/65.84平米/北/精装/有电梯,https://bj.lianjia.com/ershoufang/101102274530.html
https://bj.lianjia.com/ershoufang/haidian/,840,橡树湾一期 东西通透3居位置安静钥匙房 赠送5.2平门厅,橡树湾 /3室2厅/97.26平米/东 西/精装/有电梯,https://bj.lianjia.com/ershoufang/101102504778.html
https://bj.lianjia.com/ershoufang/daxing/,480,礼域府 东西通透 两居 电梯房 满五年家庭唯一住房,鸿坤理想城礼域府 /2室1厅/91.13平米/东 西/精装/有电梯,https://bj.lianjia.com/ershoufang/101102355516.html
https://bj.lianjia.com/ershoufang/daxing/,315,明厅南北两居，中间楼层，诚心出售,滨河西里北区 /2室1厅/73.63平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102425378.html
https://bj.lianjia.com/ershoufang/daxing/,510,宣颐家园 红楼带电梯两居室 拎包入住 房本满五年,宣颐家园 /2室1厅/104.59平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101102505315.html
https://bj.lianjia.com/ershoufang/daxing/,620,顺驰领海 南北通透三居 位置好 精装修 满五年房主自荐,顺驰领海 /3室2厅/124.86平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101102076167.html
https://bj.lianjia.com/ershoufang/daxing/,320,房子房本日期满五年，双卧朝南，距离4号线枣园站762米房主自荐,枣园东里 /2室1厅/79.34平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102373049.html
https://bj.lianjia.com/ershoufang/daxing/,312,低层3居室 适合家中有老人和孩子房主自荐,长丰园一区 /3室1厅/92.27平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102330402.html
https://bj.lianjia.com/ershoufang/shunyi/,389,怡馨家园 4室1厅 389万,怡馨家园 /4室1厅/152.28平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101102504613.html
https://bj.lianjia.com/ershoufang/shunyi/,580,江山赋两居室    中间楼层采光好,江山赋 /2室2厅/95.96平米/南 北/简装/有电梯,https://bj.lianjia.com/ershoufang/101102225145.html
https://bj.lianjia.com/ershoufang/shunyi/,255,满五年唯一  一层带花园 小两居 随时看房,馨港庄园三区 /2室1厅/63平米/南/简装/无电梯,https://bj.lianjia.com/ershoufang/101102227249.html
https://bj.lianjia.com/ershoufang/shunyi/,496,双兴南区 五居 低楼层 满五年唯一,双兴南区 /5室2厅/156.18平米/东 西/简装/无电梯,https://bj.lianjia.com/ershoufang/101101469285.html
https://bj.lianjia.com/ershoufang/shunyi/,256,石园东区 2室1厅 256万,石园东区 /2室1厅/69.42平米/南 北/精装/无电梯,https://bj.lianjia.com/ershoufang/101102353322.html
https://bj.lianjia.com/ershoufang/shunyi/,410,满五年唯一，简装三居室，南北通透,仓上小区 /3室1厅/120.65平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102258743.html
https://bj.lianjia.com/ershoufang/shunyi/,320,南北通透低楼层两居室 诚心出售 看房随时 随时签约,东兴二区 /2室1厅/83.31平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102289769.html
https://bj.lianjia.com/ershoufang/fengtai/,610,西南三环 南北三居室 无遮挡 落地窗 中间楼层视野好房主自荐,三环新城8号院 /3室1厅/112.39平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101102268545.html
https://bj.lianjia.com/ershoufang/fengtai/,555,南二环东南向三居室，采光好正对小区花园,芳城园一区 /3室1厅/95.8平米/东南/简装/有电梯,https://bj.lianjia.com/ershoufang/101102415017.html
https://bj.lianjia.com/ershoufang/fengtai/,288,南四环南北一层两居室 总价低，诚意出售房主自荐,南苑北里四区 /2室1厅/57.71平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102473906.html
https://bj.lianjia.com/ershoufang/fengtai/,610,怡海花园大两居室 满五唯一 户型方正 带产权车位,怡海花园富润园 /2室1厅/102.29平米/东南/简装/有电梯,https://bj.lianjia.com/ershoufang/101102438301.html
https://bj.lianjia.com/ershoufang/fengtai/,353,三环边 您的理想家 阳光一居室 临地铁房主自荐,中景理想家 /1室1厅/52.73平米/南/精装/有电梯,https://bj.lianjia.com/ershoufang/101102453054.html
https://bj.lianjia.com/ershoufang/fengtai/,550,三环边莲馨嘉园大两居室诚心出售,莲馨嘉园 /2室1厅/92.98平米/西北/简装/有电梯,https://bj.lianjia.com/ershoufang/101102466741.html
https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,850,地上三层地下一层联排别墅 满5年 业主一套房子带车库,天鹅堡 /联排别墅/4室2厅/231.74平米/南/毛坯/无电梯,https://bj.lianjia.com/ershoufang/101101514222.html
https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,550,富源里正规四居室 中间楼层 采光好 无遮挡,富源里 /4室1厅/136.48平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102400703.html
https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,600,林肯公园 两居室 南北通透 明厨明卫,林肯公园 /2室1厅/91.66平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101102339009.html
https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,737,卡尔公寓 南北三居 满五年 看房方便,卡尔公寓 /3室2厅/136.51平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101102102728.html
https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,368,天宝家园，满五年，拎包入住，南北通透！,天宝家园 /2室1厅/59.01平米/南 北/精装/无电梯,https://bj.lianjia.com/ershoufang/101102524145.html
https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1250,金地格林小镇 经典叠上  户型方正,金地格林小镇 /4室2厅/213.94平米/南 北/精装/无电梯,https://bj.lianjia.com/ershoufang/101100217419.html
https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,350,郁金香舍 有钥匙 满五年 免征个人所得税,郁金香舍 /1室1厅/48.64平米/西北/简装/有电梯,https://bj.lianjia.com/ershoufang/101102509215.html
https://bj.lianjia.com/ershoufang/changping/,458,两卧全南阳光房，超大阳台视野佳，满五唯一精装修房主自荐,风雅园三区 /2室1厅/103.43平米/南 北/精装/无电梯,https://bj.lianjia.com/ershoufang/101102509973.html
https://bj.lianjia.com/ershoufang/changping/,589,满五年，税费少，低楼层，看房方便房主自荐,田园风光雅苑 /3室1厅/125.41平米/南 北/精装/无电梯,https://bj.lianjia.com/ershoufang/101102520726.html
https://bj.lianjia.com/ershoufang/changping/,520,名流花园大四居复式 南北通透 赠送空中花园房主自荐,名流花园 /4室2厅/228.56平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102356695.html
https://bj.lianjia.com/ershoufang/changping/,513,低楼层三居室  中间位置  南北通透  诚售,龙跃苑一区 /3室1厅/111.7平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102352881.html
https://bj.lianjia.com/ershoufang/changping/,460,满五唯一 小区中间 靠谱签约 南北通透 精装房主自荐,龙锦苑六区 /2室1厅/84.37平米/南 北/精装/无电梯,https://bj.lianjia.com/ershoufang/101102244937.html
https://bj.lianjia.com/ershoufang/changping/,438,流星三层通透两居室 不临街不把边满五年 业主诚意出售,流星花园二区 /2室1厅/83.78平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102413613.html
https://bj.lianjia.com/ershoufang/changping/,550,龙跃苑东四区  三居两卫 南北通透房主自荐,龙跃苑东四区 /3室1厅/123.34平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101101805721.html
https://bj.lianjia.com/ershoufang/shijingshan/,320,杨庄北区  南北通透  板楼两居室  满五年唯一房主自荐,杨庄北区 /2室1厅/68.88平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102218168.html
https://bj.lianjia.com/ershoufang/shijingshan/,760,人车分流小区 时代花园南路双卫两居室,茂华景公院 /2室1厅/111.9平米/南/精装/有电梯,https://bj.lianjia.com/ershoufang/101102043197.html
https://bj.lianjia.com/ershoufang/shijingshan/,418,鲁谷74号院南向小两居 电梯房 诚心出售 看房随时,鲁谷74号院 /2室1厅/66.12平米/南/简装/有电梯,https://bj.lianjia.com/ershoufang/101102161775.html
https://bj.lianjia.com/ershoufang/shijingshan/,429,模式口中里小三层 小区中间位置 南北通透 看房随时房主自荐,模式口中里 /2室2厅/101.7平米/南 北/精装/无电梯,https://bj.lianjia.com/ershoufang/101102469529.html
https://bj.lianjia.com/ershoufang/shijingshan/,463,和枫雅居  正规两居室  客厅落地飘窗 看房有钥匙房主自荐,和枫雅居 /2室1厅/92.68平米/西南 北/简装/有电梯,https://bj.lianjia.com/ershoufang/101102554096.html
https://bj.lianjia.com/ershoufang/shijingshan/,258,模式口南里 2室1厅 258万,模式口南里 /2室1厅/59.36平米/南 北/其他/无电梯,https://bj.lianjia.com/ershoufang/101102532501.html
https://bj.lianjia.com/ershoufang/shijingshan/,255,模式口南里  全南向两居室 采光好 生活方便,模式口南里 /2室1厅/54.38平米/南/精装/无电梯,https://bj.lianjia.com/ershoufang/101102398838.html
https://bj.lianjia.com/ershoufang/shijingshan/,660,远洋山水 精装修两居室 看房方便 随时可签房主自荐,远洋山水 /2室1厅/95.14平米/东北/精装/有电梯,https://bj.lianjia.com/ershoufang/101102393235.html
https://bj.lianjia.com/ershoufang/tongzhou/,300,梨园地铁 新通国际花园 正规一居 户型方正,新通国际花园 /1室1厅/57.99平米/南 西/简装/有电梯,https://bj.lianjia.com/ershoufang/101102514978.html
https://bj.lianjia.com/ershoufang/tongzhou/,300,精装修有钥匙，有电梯上下十分便捷,大方居 /2室1厅/89.92平米/西/精装/有电梯,https://bj.lianjia.com/ershoufang/101102546152.html
https://bj.lianjia.com/ershoufang/tongzhou/,418,南北双通透2居 全明户型 满5年 双卫有窗户 中间楼层,站前巴黎 /2室1厅/100.14平米/南 北/其他/无电梯,https://bj.lianjia.com/ershoufang/101102507295.html
https://bj.lianjia.com/ershoufang/tongzhou/,535,果园 新华联家园南区 交通方便,新华联家园南区 /3室2厅/116.57平米/南 西 北/精装/无电梯,https://bj.lianjia.com/ershoufang/101102505216.html
https://bj.lianjia.com/ershoufang/tongzhou/,1280,后排不临街一层带花园人车分流精装修,天时名苑 /6室3厅/301.94平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101101833027.html
https://bj.lianjia.com/ershoufang/tongzhou/,285,西马庄园 2室1厅 285万,西马庄园 /2室1厅/77.93平米/东 西 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102487151.html
https://bj.lianjia.com/ershoufang/tongzhou/,300,通州老城区皓月园低楼层两居业主诚心出售,皓月苑 /2室1厅/67.47平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102468848.html
https://bj.lianjia.com/ershoufang/haidian/,1100,南北通透 一梯两户  一层带南向花园房主自荐,中海枫涟山庄 /3室1厅/121.95平米/南 北/简装/有电梯,https://bj.lianjia.com/ershoufang/101102319355.html
https://bj.lianjia.com/ershoufang/haidian/,610,建设部大院 2室1厅 610万房主自荐,建设部大院 /2室1厅/57.59平米/南/精装,https://bj.lianjia.com/ershoufang/101102512199.html
https://bj.lianjia.com/ershoufang/haidian/,1220,北三环 商品房 人车分流  南向大两居,金尚嘉园 /2室2厅/114.65平米/西南/精装/有电梯,https://bj.lianjia.com/ershoufang/101102530034.html
https://bj.lianjia.com/ershoufang/haidian/,455,清缘里精装两居 可直接入住，电梯直达，看房方便房主自荐,清缘里中区 /2室1厅/82.6平米/东 东南/精装/有电梯,https://bj.lianjia.com/ershoufang/101102523396.html
https://bj.lianjia.com/ershoufang/daxing/,370,兴城丽源 南北通透 二居 采光好 诚售房主自荐,兴城丽源 /2室2厅/84.32平米/南 北/简装/有电梯,https://bj.lianjia.com/ershoufang/101102150126.html
